Minute,Timestamp,Run1_Steps,Run1_Objective,Run1_Status,Run2_Steps,Run2_Objective,Run2_Status,Run3_Steps,Run3_Objective,Run3_Status,Run4_Steps,Run4_Objective,Run4_Status,Run5_Steps,Run5_Objective,Run5_Status,Best_Overall_Objective,Best_Run
521,07/14/2026 17:44,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
522,07/14/2026 17:45,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
523,07/14/2026 17:46,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
524,07/14/2026 17:47,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
525,07/14/2026 17:48,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
526,07/14/2026 17:49,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
527,07/14/2026 17:50,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
528,07/14/2026 17:51,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
529,07/14/2026 17:52,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
530,07/14/2026 17:53,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
531,07/14/2026 17:54,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
532,07/14/2026 17:55,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
533,07/14/2026 17:56,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
534,07/14/2026 17:57,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
535,07/14/2026 17:58,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
536,07/14/2026 17:59,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
537,07/14/2026 18:01,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
538,07/14/2026 18:02,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
539,07/14/2026 18:03,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
540,07/14/2026 18:04,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
541,07/14/2026 18:05,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
542,07/14/2026 18:06,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
543,07/14/2026 18:07,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
544,07/14/2026 18:08,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
545,07/14/2026 18:09,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
546,07/14/2026 18:10,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
547,07/14/2026 18:11,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
548,07/14/2026 18:12,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
549,07/14/2026 18:13,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
550,07/14/2026 18:14,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
551,07/14/2026 18:15,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
552,07/14/2026 18:16,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
553,07/14/2026 18:17,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
554,07/14/2026 18:18,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
555,07/14/2026 18:19,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
556,07/14/2026 18:20,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
557,07/14/2026 18:21,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
558,07/14/2026 18:22,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
559,07/14/2026 18:23,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
560,07/14/2026 18:24,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
561,07/14/2026 18:25,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
562,07/14/2026 18:26,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
563,07/14/2026 18:27,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
564,07/14/2026 18:28,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
565,07/14/2026 18:29,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
566,07/14/2026 18:30,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
567,07/14/2026 18:31,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
568,07/14/2026 18:32,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
569,07/14/2026 18:33,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
570,07/14/2026 18:34,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
571,07/14/2026 18:36,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
572,07/14/2026 18:37,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
573,07/14/2026 18:38,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
574,07/14/2026 18:39,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
575,07/14/2026 18:40,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
576,07/14/2026 18:41,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
577,07/14/2026 18:42,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
578,07/14/2026 18:43,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
579,07/14/2026 18:44,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
580,07/14/2026 18:45,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
581,07/14/2026 18:46,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
582,07/14/2026 18:47,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
583,07/14/2026 18:48,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
584,07/14/2026 18:49,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
585,07/14/2026 18:50,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
586,07/14/2026 18:51,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
587,07/14/2026 18:52,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
588,07/14/2026 18:53,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
589,07/14/2026 18:54,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
590,07/14/2026 18:55,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
591,07/14/2026 18:56,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
592,07/14/2026 18:57,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
593,07/14/2026 18:58,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
594,07/14/2026 18:59,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
595,07/14/2026 19:00,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
596,07/14/2026 19:01,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
597,07/14/2026 19:02,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
598,07/14/2026 19:03,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
599,07/14/2026 19:04,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
600,07/14/2026 19:05,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
601,07/14/2026 19:06,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
602,07/14/2026 19:07,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
603,07/14/2026 19:08,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
604,07/14/2026 19:09,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
605,07/14/2026 19:10,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
606,07/14/2026 19:11,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
607,07/14/2026 19:12,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
608,07/14/2026 19:13,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
609,07/14/2026 19:14,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
610,07/14/2026 19:16,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
611,07/14/2026 19:17,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
612,07/14/2026 19:18,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
613,07/14/2026 19:19,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
614,07/14/2026 19:20,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
615,07/14/2026 19:21,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
616,07/14/2026 19:22,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
617,07/14/2026 19:23,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
618,07/14/2026 19:24,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
619,07/14/2026 19:25,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
620,07/14/2026 19:26,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
621,07/14/2026 19:27,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
622,07/14/2026 19:28,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
623,07/14/2026 19:29,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
624,07/14/2026 19:30,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
625,07/14/2026 19:31,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
626,07/14/2026 19:32,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
627,07/14/2026 19:33,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
628,07/14/2026 19:34,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
629,07/14/2026 19:35,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
630,07/14/2026 19:36,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
631,07/14/2026 19:37,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
632,07/14/2026 19:38,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
633,07/14/2026 19:39,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
634,07/14/2026 19:40,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
635,07/14/2026 19:41,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
636,07/14/2026 19:42,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
637,07/14/2026 19:43,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
638,07/14/2026 19:44,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
639,07/14/2026 19:45,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
640,07/14/2026 19:46,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
641,07/14/2026 19:47,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
642,07/14/2026 19:48,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
643,07/14/2026 19:49,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
644,07/14/2026 19:50,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
645,07/14/2026 19:51,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
646,07/14/2026 19:52,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
647,07/14/2026 19:53,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
648,07/14/2026 19:54,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
649,07/14/2026 19:55,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,28,-0.986579,RUNNING,-0.986579,Run1
650,07/14/2026 19:56,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
651,07/14/2026 19:58,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
652,07/14/2026 19:59,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
653,07/14/2026 20:00,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
654,07/14/2026 20:01,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
655,07/14/2026 20:02,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
656,07/14/2026 20:03,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
657,07/14/2026 20:04,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
658,07/14/2026 20:05,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
659,07/14/2026 20:06,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
660,07/14/2026 20:07,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
661,07/14/2026 20:08,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
662,07/14/2026 20:09,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
663,07/14/2026 20:10,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
664,07/14/2026 20:11,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
665,07/14/2026 20:12,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
666,07/14/2026 20:13,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
667,07/14/2026 20:14,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
668,07/14/2026 20:15,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
669,07/14/2026 20:16,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
